Result Number,Widget,Data Source,Result Row,Source Page URL,Rawdate,Date parsed,Incident site,Jiv date raw,Jiv date parsed,Terrain,Cause,Est spill vol bbl,Cleanup status,Comments,Photo,Photo url,Jiv report,Jiv report url
160,shell_ng_spill_crawler,shell_ng_spill_crawler,160,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/july.html,30-Jul-12,1343602800000,12" Afiesere - Eriemu Delivery Line at Emeragha,31-Jul-12,1343689200000,Land,Sabotage / Theft,223.3,Recovery of spilled volume commenced on 4th August 2012 and was completed on 30th August 2012. Initial Cleanup of residual impacted area was completed on 28th December 2012.,Schedule impacted by heavy rainfall and flooding during the rainy season. Site certification was completed on 23rd May 2013.,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/846480_12_inch_Afiesere%20-%20Eriemu_Delivery_Line_at_Emeragha.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/846480_12_inch_Afiesere - Eriemu_Delivery_Line_at_Emeragha.pdf" target="_blank">PDF</a>,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/846480_12_inch_Afiesere%20-%20Eriemu_Delivery_Line_at_Emeragha_JIV.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/846480_12_inch_Afiesere - Eriemu_Delivery_Line_at_Emeragha_JIV.pdf" target="_blank">PDF</a>
161,shell_ng_spill_crawler,shell_ng_spill_crawler,161,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,01-Nov-12,1351728000000,8'' Obigbo North - Elelenwa Pipeline at Umusia,02-Nov-12,1351814400000,Land,Sabotage / Theft,511.6,Recovery of spilled volume commenced on 2nd November 2012 and was completed on 5th November 2012. Cleanup of residual impacted area was completed on 30th July 2013.,JIV commenced on 2nd November 2012 and was completed on 3rd November 2012. Site certification completed on 26th August 2013.,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/887365_8in_ObigboNorth-Elelenwa_pipeline_at_Umusia_Photos.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/887365_8in_ObigboNorth-Elelenwa_pipeline_at_Umusia_Photos.pdf" target="_blank">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/887365_8in_ObigboNorth-Elelenwa_pipeline_at_Umusia_JIV.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/887365_8in_ObigboNorth-Elelenwa_pipeline_at_Umusia_JIV.pdf" target="_blank">PDF</a>
162,shell_ng_spill_crawler,shell_ng_spill_crawler,162,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,02-Nov-12,1351814400000,12" Imo River 1 and 2 - Ogale Pipeline at komkom,08-Nov-12,1352332800000,Land,Sabotage / Theft,4689,Recovery of spilled volume commenced on 3rd November 2012 and was completed on 22nd December 2012. Cleanup of residual impacted area was completed on 31st May 2013.,4229 barrels of crude was recovered. Site certification planned for December 2013.,http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/887984_12inch%20Imo%20River%201%20and%202-Ogale_Pipeline%20_at_Komkom_photo.pdf,<a href="http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/887984_12inch Imo River 1 and 2-Ogale_Pipeline _at_Komkom_photo.pdf" target="_blank">PDF</a>,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/887984_12inch%20Imo%20River%201%20and%202-Ogale_Pipeline%20_at_Komkom_JIV.pdf,<a href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/887984_12inch Imo River 1 and 2-Ogale_Pipeline _at_Komkom_JIV.pdf" target="_blank">PDF</a>
163,shell_ng_spill_crawler,shell_ng_spill_crawler,163,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,03-Nov-12,1351900800000,24" Ogale-Bonny Pipeline at Kpite,06-Nov-12,1352160000000,Land,Sabotage / Theft,3,No recoverable oil was found on site. Initial cleanup of residual impacted area completed on 26th April 2013.,The JIV ended on 7th November 2012. Site certification completed on 30th June 2013.,http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/888097_24in_Ogale-Bonny_pipeline_at_Kpite_Photos.pdf,<a href="http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/888097_24in_Ogale-Bonny_pipeline_at_Kpite_Photos.pdf" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/888097_24in_Ogale-Bonny_pipeline_at_Kpite_JIV.pdf,<a href="http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/888097_24in_Ogale-Bonny_pipeline_at_Kpite_JIV.pdf" target="_blank">PDF</a>
164,shell_ng_spill_crawler,shell_ng_spill_crawler,164,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,07-Nov-12,1352246400000,28'' Trans Forcados Pipeline at Ugbokodo,12-Nov-12,1352678400000,Swamp,Sabotage/Theft,0.1,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 8th December 2012.,JIV commenced on 12th November 2012 and was concluded on 7th December 2012. Delay due to construction of a Cofferdam to expose the leak point. Site Certification was completed on 21st March 2013.,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/890217_28inch_Trans_Forcados_Pipeline_at_Ugbokodo_photos.pdf,<a href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/890217_28inch_Trans_Forcados_Pipeline_at_Ugbokodo_photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/890217_28inch_Trans_Forcados_Pipeline_at_Ugbokodo_JIV.pdf,<a href="http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/890217_28inch_Trans_Forcados_Pipeline_at_Ugbokodo_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
165,shell_ng_spill_crawler,shell_ng_spill_crawler,165,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,08-Nov-12,1352332800000,24" Nkpoku-Bonny Pipeline at Biara,09-Nov-12,1352419200000,Land,Sabotage / Theft,3,No recoverable oil was found on site.,Initial Cleanup and remediation of residual impacted area planned for completion in December 2013.,http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/890665_24in_Nkpoku-Bomu_pipeline_at_Biara_Photos.pdf,<a href="http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/890665_24in_Nkpoku-Bomu_pipeline_at_Biara_Photos.pdf" target="_blank">PDF</a>,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/890665_24in_Nkpoku-Bomu_pipeline_at_Biara_JIV.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/890665_24in_Nkpoku-Bomu_pipeline_at_Biara_JIV.pdf" target="_blank">PDF</a>
166,shell_ng_spill_crawler,shell_ng_spill_crawler,166,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,10-Nov-12,1352505600000,28" Nkpoku - Bomu Pipeline at Gio,11-Nov-12,1352592000000,Land,Sabotage / Theft,111,Recovery of spilled volume commenced on 10th November 2012 and was completed on 15th November 2012.,JIV ended 12th November 2012. Cleanup of residual impacted area now planned for completion in December 2013.,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891286_28in_Nkpoku-Bomu_pipeline_at_Gio_Photos.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891286_28in_Nkpoku-Bomu_pipeline_at_Gio_Photos.pdf" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891286_28in_Nkpoku-Bomu_pipeline_at_Gio_JIV.pdf,<a href="http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891286_28in_Nkpoku-Bomu_pipeline_at_Gio_JIV.pdf" target="_blank">PDF</a>
167,shell_ng_spill_crawler,shell_ng_spill_crawler,167,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,11-Nov-12,1352592000000,24" Bomu-Bonny Pipeline at Mogho,15-Nov-12,1352937600000,Land,Sabotage / Theft,14,Recovery of spilled volume completed on 17th November 2012.,Initial Cleanup and remediation of residual impacted area now planned for completion in December 2013.,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891453_24in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891453_24in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891453_24in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891453_24in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf" target="_blank">PDF</a>
168,shell_ng_spill_crawler,shell_ng_spill_crawler,168,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,12-Nov-12,1352678400000,8" Obigbo North - Komkom Pipeline at Umuokolobo,14-Nov-12,1352851200000,Land,Sabotage / Theft,20,Recovery of spilled volume was completed on 15th November 2012. Cleanup of residual impacted area completed on 25th March 2013.,Site Certification was completed on 13th May 2013.,http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891646_8in_ObigboNorth-Komkom_pipeline_at_Umuokolobo_Photos.pdf,<a href="http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891646_8in_ObigboNorth-Komkom_pipeline_at_Umuokolobo_Photos.pdf" target="_blank">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891646_8in_ObigboNorth-Komkom_pipeline_at_Umuokolobo_JIV.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/891646_8in_ObigboNorth-Komkom_pipeline_at_Umuokolobo_JIV.pdf" target="_blank">PDF</a>
169,shell_ng_spill_crawler,shell_ng_spill_crawler,169,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,13-Nov-12,1352764800000,Obigbo Well 28 L/S Flowline at Umuebulu,15-Nov-12,1352937600000,Land,Sabotage / Theft,0.1,No recoverable oil was found on site.,JIV recommends no further action required. Closed. Site Certification was completed on 20th August 2013.,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/892397_Obigbo_Well28LS_flowline_at_Umuebulu_Photos.pdf,<a href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/892397_Obigbo_Well28LS_flowline_at_Umuebulu_Photos.pdf" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/892397_Obigbo_Well28LS_flowline_at_Umuebulu_JIV.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/892397_Obigbo_Well28LS_flowline_at_Umuebulu_JIV.pdf" target="_blank">PDF</a>
170,shell_ng_spill_crawler,shell_ng_spill_crawler,170,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,14-Nov-12,1352851200000,Imo River 1 Well 18 Flow Line at Owaza,16-Nov-12,1353024000000,Land,Sabotage / Theft,366,Recovery of spilled volume commenced on 20th November 2012 and was completed 20th December 2012. Initial Cleanup of residual impacted area was completed on 20th December 2012.,Site Certification was completed on 29th April 2013.,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/893196_ImoRiver1_Well18_flowline_at_Owaza_Photos.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/893196_ImoRiver1_Well18_flowline_at_Owaza_Photos.pdf" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/893196_ImoRiver1_Well18_flowline_at_Owaza_JIV.pdf,<a href="http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/893196_ImoRiver1_Well18_flowline_at_Owaza_JIV.pdf" target="_blank">PDF</a>
171,shell_ng_spill_crawler,shell_ng_spill_crawler,171,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,15-Nov-12,1352937600000,Imo River 1 Well 25S Flowline at Owaza,16-Nov-12,1353024000000,Land,Sabotage / Theft,7,Recovery of spilled volume commenced on 20th November 2012 and was completed on 27th November 2012. Initial Cleanup of residual impacted area was completed on 20th December 2012.,Site Certificationwas completed on 29th April 2013.,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/894080_ImoRiver1_Well25S_flowline_at_Owaza_Photos.pdf,<a href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/894080_ImoRiver1_Well25S_flowline_at_Owaza_Photos.pdf" target="_blank">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/894080_ImoRiver1_Well25S_flowline_at_Owaza_JIV.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/894080_ImoRiver1_Well25S_flowline_at_Owaza_JIV.pdf" target="_blank">PDF</a>
172,shell_ng_spill_crawler,shell_ng_spill_crawler,172,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,17-Nov-12,1353110400000,12'' Imo River - Oghale Pipeline at Uzuaku,19-Nov-12,1353283200000,Land,Sabotage / Theft,33,Recovery of spilled volume commenced on 20th November 2012 and was completed on 27th November 2012. Initial Cleanup of residual impacted area was completed on 20th December 2012.,Site Certification completed on 30th July 2013.,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/893776_12in_ImoRiver2-Oghale_pipeline_at_Uzuaku_Photos.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/893776_12in_ImoRiver2-Oghale_pipeline_at_Uzuaku_Photos.pdf" target="_blank">PDF</a>,http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/893776_12in_ImoRiver2-Oghale_pipeline_at_Uzuaku_JIV.pdf,<a href="http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/893776_12in_ImoRiver2-Oghale_pipeline_at_Uzuaku_JIV.pdf" target="_blank">PDF</a>
173,shell_ng_spill_crawler,shell_ng_spill_crawler,173,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,19-Nov-12,1353283200000,Oroni Well-1 Flowline at Okpole-Enwhen,22-Nov-12,1353542400000,Land,Operational,0.1,No recoverable oil was found on site.,Incident due to flood induced secondary spill from a yet-to-be-repaired stolen Flowline section. Initial cleanup of residual impacted area planned for completion in March 2013.,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/894360_Oroni_Well_1_Flowline_at_Okpole-Enwhen_photo.pdf,<a href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/894360_Oroni_Well_1_Flowline_at_Okpole-Enwhen_photo.pdf" target="_blank">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/894360_Oroni_Well_1_Flowline_at_Okpole-Enwhen_JIV.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/894360_Oroni_Well_1_Flowline_at_Okpole-Enwhen_JIV.pdf" target="_blank">PDF</a>
174,shell_ng_spill_crawler,shell_ng_spill_crawler,174,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,20-Nov-12,1353369600000,Imo River Well 64S Flowline at Imo River,22-Nov-12,1353542400000,Land,Sabotage/Theft,603,Recovery of spilled volume commenced on 22nd November 2012. and was completed 28th December 2012. Initial cleanup of residual impacted area was completed on 16th April 2013.,JIV was completed on 23rd November 2012. Site Certification now planned for December 2013.,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/894753_Imo%20River%20Well%2064SL%20Flowline%20at%20Owaza_Photo.pdf,<a target="_blank" class="shell metrics_download" href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/894753_Imo River Well 64SL Flowline at Owaza_Photo.pdf">PDF</a>,http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/894753_Imo%20River%20Well%2064SL%20Flowline%20at%20Owaza_JIV.pdf,<a target="_blank" class="shell metrics_download" href="http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/894753_Imo River Well 64SL Flowline at Owaza_JIV.pdf">PDF</a>
175,shell_ng_spill_crawler,shell_ng_spill_crawler,175,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/november.html,23-Nov-12,1353628800000,20'' Otumara - Escravos Pipeline at Escravos,24-Nov-12,1353715200000,Swamp,Sabotage / Theft,611,Containment in place. Recovery of spilled volume commenced on 5th December 2012. Initial cleanup of residual impacted area commenced on 18th February 2013 and was completed on 10th March 2013.,Site Certification completed on 23rd April 2013.,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/895959_20_inch_Otumara-Escravos_Pipeline_at_Escravos_Photo.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/895959_20_inch_Otumara-Escravos_Pipeline_at_Escravos_Photo.pdf" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/895959_20_inch_Otumara-Escravos_Pipeline_at_Escravos_JIV.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/895959_20_inch_Otumara-Escravos_Pipeline_at_Escravos_JIV.pdf" target="_blank">PDF</a>
